student_country,date_registered,paid,num_rated_courses,avg_rated_courses,avg_course_watched,total_time_watched,engagement_quizzes,engagement_exams,engagement_lessons,avg_exam_score,no_of_questions
IN,2022-02-23,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
AU,2022-02-23,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-02-23,0,0.0,4.843362527906577,8.8,8.8,1.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-23,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
BR,2022-02-23,1,0.0,4.843362527906577,102.3529411764706,1740.0,10.0,10.0,17.0,89.66666666666667,0.0
US,2022-02-23,0,0.0,4.843362527906577,5.7,5.7,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-02-23,0,0.0,4.843362527906577,0.95,1.9,0.0,0.0,2.0,64.44682826482409,0.0
CA,2022-02-23,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-23,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
MX,2022-02-23,0,0.0,4.843362527906577,23.03333333333333,69.1,0.0,1.0,3.0,83.0,0.0
PK,2022-02-23,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
GB,2022-02-23,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-23,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-23,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
GB,2022-02-23,0,0.0,4.843362527906577,22.55,45.1,2.0,1.0,2.0,67.0,0.0
US,2022-02-23,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
DE,2022-02-23,0,0.0,4.843362527906577,28.1,56.2,1.0,0.0,2.0,64.44682826482409,0.0
MU,2022-02-23,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-23,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-02-23,0,0.0,4.843362527906577,36.4,36.4,1.0,1.0,1.0,83.5,0.0
US,2022-02-23,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
DE,2022-02-23,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
DE,2022-02-23,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
CA,2022-02-23,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-02-23,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-02-23,0,0.0,4.843362527906577,52.0,52.0,0.0,0.0,1.0,64.44682826482409,0.0
NG,2022-02-23,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
KW,2022-02-23,0,0.0,4.843362527906577,1.1,1.1,0.0,0.0,1.0,64.44682826482409,0.0
PT,2022-02-23,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
DE,2022-02-23,0,0.0,4.843362527906577,1.1,1.1,0.0,0.0,1.0,64.44682826482409,0.0
PT,2022-02-23,0,0.0,4.843362527906577,121.1,121.1,0.0,0.0,1.0,64.44682826482409,0.0
FR,2022-02-23,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
BR,2022-02-23,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IQ,2022-02-23,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-02-23,0,0.0,4.843362527906577,0.6,0.6,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-02-23,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
ZA,2022-02-23,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
GB,2022-02-23,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
DE,2022-02-23,0,0.0,4.843362527906577,7.7,15.4,2.0,0.0,2.0,64.44682826482409,0.0
TN,2022-02-23,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
NL,2022-02-23,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IT,2022-02-23,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-23,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-02-23,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-23,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-02-23,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-02-23,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
NZ,2022-02-23,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
PK,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
SA,2022-02-24,0,0.0,4.843362527906577,6.5,19.5,1.0,0.0,3.0,64.44682826482409,0.0
CA,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-02-24,0,0.0,4.843362527906577,0.5,0.5,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
AU,2022-02-24,0,0.0,4.843362527906577,28.8,28.8,1.0,0.0,1.0,64.44682826482409,0.0
CA,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-24,0,0.0,4.843362527906577,20.7,20.7,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-24,0,0.0,4.843362527906577,41.2,41.2,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
AR,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
TR,2022-02-24,0,0.0,4.843362527906577,0.1,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-24,0,0.0,4.843362527906577,5.3,5.3,1.0,0.0,1.0,64.44682826482409,0.0
EG,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
RU,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-02-24,0,0.0,4.843362527906577,3.1,3.1,0.0,0.0,1.0,64.44682826482409,0.0
CA,2022-02-24,1,0.0,4.843362527906577,52.4,104.8,2.0,1.0,2.0,58.0,0.0
ES,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
PK,2022-02-24,0,0.0,4.843362527906577,0.6,1.2,0.0,0.0,2.0,64.44682826482409,0.0
IT,2022-02-24,0,0.0,4.843362527906577,0.4,0.4,0.0,0.0,1.0,64.44682826482409,0.0
PK,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
NG,2022-02-24,0,0.0,4.843362527906577,15.1,15.1,1.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
GB,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
GB,2022-02-24,0,0.0,4.843362527906577,1.2,1.2,0.0,0.0,1.0,64.44682826482409,0.0
NG,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
TR,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,1.0,0.0,83.5,0.0
AU,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-02-24,0,0.0,4.843362527906577,10.4,10.4,1.0,0.0,1.0,64.44682826482409,0.0
ET,2022-02-24,0,0.0,4.843362527906577,26.9,53.8,1.0,0.0,2.0,64.44682826482409,0.0
AZ,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
VN,2022-02-24,0,0.0,4.843362527906577,40.9,81.8,1.0,1.0,2.0,91.5,1.0
BD,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
DE,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
BA,2022-02-24,0,0.0,4.843362527906577,2.7,2.7,0.0,0.0,1.0,64.44682826482409,0.0
GB,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
TR,2022-02-24,0,0.0,4.843362527906577,0.1,0.1,0.0,0.0,1.0,64.44682826482409,0.0
DZ,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
CN,2022-02-24,0,0.0,4.843362527906577,0.9,0.9,0.0,0.0,1.0,64.44682826482409,0.0
DZ,2022-02-24,0,0.0,4.843362527906577,10.0,10.0,0.0,0.0,1.0,64.44682826482409,0.0
AM,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IE,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
DE,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-24,1,0.0,4.843362527906577,23.450000000000003,93.8,3.0,1.0,4.0,91.5,0.0
PE,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
FR,2022-02-24,0,0.0,4.843362527906577,3.4,3.4,0.0,0.0,1.0,64.44682826482409,0.0
NG,2022-02-24,0,0.0,4.843362527906577,21.86666666666667,65.60000000000001,2.0,0.0,3.0,64.44682826482409,0.0
BD,2022-02-24,0,0.0,4.843362527906577,20.7,20.7,1.0,0.0,1.0,64.44682826482409,0.0
DE,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
ZM,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
AR,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
FR,2022-02-24,0,0.0,4.843362527906577,24.2,24.2,0.0,0.0,1.0,64.44682826482409,0.0
ID,2022-02-24,0,0.0,4.843362527906577,42.37500000000001,169.50000000000003,1.0,2.0,4.0,76.6,0.0
IN,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
BR,2022-02-24,0,0.0,4.843362527906577,0.1,0.3,0.0,0.0,3.0,64.44682826482409,0.0
SD,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
NG,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-24,0,0.0,4.843362527906577,38.8,38.8,1.0,0.0,1.0,64.44682826482409,0.0
DE,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
PT,2022-02-24,0,0.0,4.843362527906577,6.6,6.6,1.0,0.0,1.0,64.44682826482409,0.0
GB,2022-02-24,0,0.0,4.843362527906577,0.1,0.1,0.0,0.0,1.0,64.44682826482409,0.0
GB,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
GB,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
LV,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
DZ,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
MX,2022-02-24,1,0.0,4.843362527906577,40.25,80.5,0.0,0.0,2.0,64.44682826482409,0.0
SE,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
CI,2022-02-24,0,0.0,4.843362527906577,28.6,57.2,2.0,1.0,2.0,83.5,0.0
US,2022-02-24,0,0.0,4.843362527906577,0.1,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
ID,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-24,0,0.0,4.843362527906577,1.0,1.0,0.0,0.0,1.0,64.44682826482409,0.0
NL,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
GB,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
NG,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
CO,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
NG,2022-02-24,0,0.0,4.843362527906577,0.2,0.2,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-24,0,0.0,4.843362527906577,0.3,0.3,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-02-24,1,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
MX,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
RU,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-24,0,0.0,4.843362527906577,0.1,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-24,0,0.0,4.843362527906577,5.8,5.8,0.0,0.0,1.0,64.44682826482409,0.0
GB,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
DE,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
TR,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
CA,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
NG,2022-02-24,0,0.0,4.843362527906577,14.9,14.9,1.0,0.0,1.0,64.44682826482409,0.0
US,2022-02-24,0,0.0,4.843362527906577,14.05,28.1,0.0,0.0,2.0,64.44682826482409,0.0
KE,2022-02-24,0,0.0,4.843362527906577,10.1,10.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-24,0,0.0,4.843362527906577,5.725,22.9,1.0,0.0,4.0,64.44682826482409,0.0
IN,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-02-24,0,0.0,4.843362527906577,0.1,0.1,0.0,0.0,1.0,64.44682826482409,0.0
NG,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-02-24,0,0.0,4.843362527906577,1.7,1.7,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-02-24,0,0.0,4.843362527906577,25.7,25.7,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-02-24,0,0.0,4.843362527906577,1.7,1.7,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-02-24,0,0.0,4.843362527906577,0.3,0.3,0.0,0.0,1.0,64.44682826482409,0.0
PK,2022-02-24,0,0.0,4.843362527906577,1.3,1.3,0.0,0.0,1.0,64.44682826482409,0.0
AU,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
CA,2022-02-24,0,0.0,4.843362527906577,16.6,66.4,3.0,1.0,4.0,70.75,0.0
MA,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-02-24,0,0.0,4.843362527906577,0.4499999999999999,0.8999999999999999,0.0,0.0,2.0,64.44682826482409,0.0
NO,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
GB,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
DE,2022-02-24,0,0.0,4.843362527906577,20.1,20.1,1.0,0.0,1.0,64.44682826482409,0.0
CA,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
GB,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-02-24,0,0.0,4.843362527906577,0.4,0.4,0.0,0.0,1.0,64.44682826482409,0.0
PT,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
GB,2022-02-24,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
CO,2022-02-24,0,0.0,4.843362527906577,6.8,6.8,1.0,0.0,1.0,64.44682826482409,0.0
BD,2022-02-25,0,0.0,4.843362527906577,0.5,0.5,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-25,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-02-25,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
CA,2022-02-25,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-02-25,0,0.0,4.843362527906577,2.233333333333333,6.699999999999999,0.0,0.0,3.0,64.44682826482409,0.0
EG,2022-02-25,0,0.0,4.843362527906577,2.5,5.0,0.0,0.0,2.0,64.44682826482409,0.0
IN,2022-02-25,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-25,0,0.0,4.843362527906577,47.6,47.6,1.0,1.0,1.0,66.5,0.0
US,2022-02-25,0,0.0,4.843362527906577,23.5,47.0,2.0,1.0,2.0,75.0,0.0
US,2022-02-25,0,0.0,4.843362527906577,31.2,62.4,2.0,1.0,2.0,100.0,0.0
US,2022-02-25,0,0.0,4.843362527906577,0.1,0.1,0.0,0.0,1.0,64.44682826482409,0.0
CA,2022-02-25,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-02-25,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-25,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-02-25,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-02-25,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
BR,2022-02-25,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
ID,2022-02-25,0,0.0,4.843362527906577,0.1,0.1,0.0,0.0,1.0,64.44682826482409,0.0
FR,2022-02-25,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
SG,2022-02-25,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-25,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
GH,2022-02-25,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-25,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
DE,2022-02-25,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
BD,2022-02-25,0,0.0,4.843362527906577,0.4,0.4,0.0,0.0,1.0,64.44682826482409,0.0
TR,2022-02-25,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-02-25,0,0.0,4.843362527906577,6.6,6.6,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-02-25,0,0.0,4.843362527906577,0.2,0.2,0.0,0.0,1.0,64.44682826482409,0.0
NG,2022-02-25,0,0.0,4.843362527906577,6.2,12.4,1.0,0.0,2.0,64.44682826482409,0.0
TR,2022-02-25,0,0.0,4.843362527906577,9.3,9.3,0.0,0.0,1.0,64.44682826482409,0.0
US,2022-02-25,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
PH,2022-02-25,0,0.0,4.843362527906577,17.1,17.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-25,0,0.0,4.843362527906577,0.1,0.1,0.0,0.0,1.0,64.44682826482409,0.0
NG,2022-02-25,0,0.0,4.843362527906577,2.7,2.7,0.0,0.0,1.0,64.44682826482409,0.0
TR,2022-02-25,0,0.0,4.843362527906577,9.2,9.2,1.0,0.0,1.0,64.44682826482409,0.0
MR,2022-02-25,0,0.0,4.843362527906577,16.099999999999998,48.3,3.0,0.0,3.0,64.44682826482409,0.0
PH,2022-02-25,0,0.0,4.843362527906577,0.5,0.5,0.0,0.0,1.0,64.44682826482409,0.0
GB,2022-02-25,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-25,0,0.0,4.843362527906577,11.0,11.0,1.0,0.0,1.0,64.44682826482409,0.0
EG,2022-02-25,0,0.0,4.843362527906577,9.35,18.700000000000003,1.0,0.0,2.0,64.44682826482409,0.0
SA,2022-02-25,0,0.0,4.843362527906577,4.9,4.9,0.0,0.0,1.0,64.44682826482409,0.0
IN,2022-02-25,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
EG,2022-02-25,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
NG,2022-02-25,0,0.0,4.843362527906577,13.189003784017116,0.1,1.0,0.0,0.0,64.44682826482409,0.0
SZ,2022-02-25,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
PL,2022-02-25,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
NG,2022-02-25,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
CA,2022-02-25,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
DE,2022-02-25,0,0.0,4.843362527906577,1.2,1.2,0.0,0.0,1.0,64.44682826482409,0.0
ES,2022-02-25,0,0.0,4.843362527906577,13.189003784017116,0.1,0.0,0.0,1.0,64.44682826482409,0.0
