student_id,student_country,date_registered,purchase_id,purchase_type,date_purchased,days_taken,num_rated_courses,avg_rated_courses,avg_course_watched,total_time_watched,engagement_quizzes,engagement_exams,engagement_lessons,avg_exam_score,no_of_questions
262841,EG,2022-02-06,,,,,,,,,,,,,
262842,TR,2022-02-06,,,,,,,,,,,,,
262843,AU,2022-02-06,,,,,,,6.7,6.7,0.0,0.0,1.0,,
262844,EG,2022-02-06,,,,,,,,,,,,,
262845,NP,2022-02-06,,,,,,,16.15,32.3,2.0,0.0,2.0,,
262846,IN,2022-02-06,,,,,,,0.2,0.2,0.0,0.0,1.0,,
262847,NG,2022-02-06,,,,,,,,,,,,,
262848,GB,2022-02-06,,,,,,,0.1,0.1,0.0,0.0,1.0,,
262849,UZ,2022-02-06,,,,,,,,,,,,,
262850,AE,2022-02-06,,,,,,,13.5,13.5,1.0,0.0,1.0,,
262851,GB,2022-02-06,,,,,,,,,,,,,
262852,NG,2022-02-06,,,,,,,,,,,,,
262853,US,2022-02-06,,,,,,,,,,,,,
262854,UY,2022-02-06,,,,,,,,,,,,,
262855,US,2022-02-06,,,,,,,,,,,,,
262856,MA,2022-02-06,,,,,,,,,,,,,
262857,EG,2022-02-06,,,,,,,0.2,0.2,0.0,0.0,1.0,,
262858,IN,2022-02-06,,,,,,,6.85,13.7,1.0,0.0,2.0,,
262859,NG,2022-02-06,,,,,,,0.6,0.6,0.0,0.0,1.0,,
262860,ZA,2022-02-06,,,,,,,,,,,,,
262862,TH,2022-02-06,,,,,,,,,,,,,
262863,BD,2022-02-06,,,,,,,,,,,,,
262864,NP,2022-02-06,,,,,,,,,,,,,
262865,NG,2022-02-06,,,,,,,,,,,,,
262866,IN,2022-02-06,,,,,,,21.1,21.1,0.0,0.0,1.0,,
262867,US,2022-02-06,,,,,,,,,,,,,
262868,BO,2022-02-06,,,,,,,10.4,10.4,1.0,0.0,1.0,,
262869,FR,2022-02-06,,,,,,,,,,,,,
262870,AU,2022-02-06,,,,,,,28.830000000000002,288.3,7.0,2.0,10.0,72.33333333333333,
262871,UY,2022-02-06,,,,,,,,,,,,,
262872,LK,2022-02-06,,,,,,,,,,,,,
262873,IN,2022-02-06,,,,,,,,,,,,,
262874,US,2022-02-06,,,,,,,,,,,,,
262875,US,2022-02-06,,,,,,,17.8,17.8,1.0,0.0,1.0,,
262876,CL,2022-02-06,,,,,,,0.2,0.2,0.0,0.0,1.0,,
262877,SA,2022-02-06,,,,,,,0.5,0.5,0.0,0.0,1.0,,
262878,DZ,2022-02-06,,,,,,,,,,,,,
262879,PS,2022-02-06,,,,,,,,,,,,,
262880,CA,2022-02-06,,,,,,,12.399999999999999,24.799999999999997,1.0,0.0,2.0,,
262881,NG,2022-02-06,,,,,,,,,,,,,
262882,US,2022-02-06,,,,,,,,,,,,,
262883,US,2022-02-06,,,,,,,,,,,,,
262884,CA,2022-02-06,,,,,,,,,,,,,
262885,NG,2022-02-06,,,,,,,20.8,20.8,0.0,0.0,1.0,,
262886,GB,2022-02-06,,,,,,,8.1,8.1,0.0,0.0,1.0,,
262887,IN,2022-02-06,,,,,,,,,,,,,
262888,MA,2022-02-06,,,,,,,,,,,,,
262889,PT,2022-02-06,,,,,,,0.1,0.1,0.0,0.0,1.0,,
262890,IT,2022-02-06,,,,,,,1.7,1.7,0.0,1.0,1.0,0.0,
262891,BR,2022-02-07,,,,,,,0.3,0.3,0.0,0.0,1.0,,
262892,US,2022-02-07,,,,,,,0.5,0.5,0.0,0.0,1.0,,
262893,IN,2022-02-07,,,,,,,58.3,58.3,1.0,1.0,1.0,41.5,
262894,US,2022-02-07,,,,,,,,,,,,,
262895,US,2022-02-07,,,,,,,,,,,,,
262896,EG,2022-02-07,,,,,,,,,,,,,
262897,DE,2022-02-07,,,,,,,,,,,,,
262898,IN,2022-02-07,,,,,,,,,,,,,
262899,NL,2022-02-07,,,,,,,,,,,,,
262900,US,2022-02-07,,,,,,,,,,,,,
262901,MY,2022-02-07,,,,,,,,,,,,,
262902,US,2022-02-07,,,,,,,,,,,,,
262903,US,2022-02-07,,,,,,,,,,,,,
262904,NG,2022-02-07,,,,,,,,,,,,,
262905,US,2022-02-07,,,,,,,,,,,,,
262906,IN,2022-02-07,,,,,,,,,,,,,
262907,IN,2022-02-07,,,,,,,13.327272727272726,146.6,7.0,2.0,11.0,63.833333333333336,
262908,US,2022-02-07,17561.0,Monthly,2022-03-11,32 days,,,14.868421052631579,282.5,0.0,3.0,19.0,81.0,
262909,IN,2022-02-07,,,,,,,,,,,,,
262910,AZ,2022-02-07,,,,,,,,,,,,,
262911,PK,2022-02-07,,,,,,,,,,,,,
262912,IN,2022-02-07,,,,,,,,,1.0,0.0,0.0,,
262913,IN,2022-02-07,,,,,,,,,,,,,
262914,US,2022-02-07,,,,,,,,,,,,,
262915,GB,2022-02-07,,,,,,,,,,,,,
262916,KE,2022-02-07,,,,,,,0.2,0.2,0.0,0.0,1.0,,
262917,IN,2022-02-07,,,,,,,,,,,,,
262918,EG,2022-02-07,,,,,,,,,,,,,
262919,SG,2022-02-07,,,,,,,31.4,31.4,1.0,0.0,1.0,,
262920,EG,2022-02-07,,,,,,,,,,,,,
262921,US,2022-02-07,,,,,,,,,,,,,
262922,IN,2022-02-07,,,,,,,,,,,,,
262923,SA,2022-02-07,,,,,,,1.1,1.1,0.0,0.0,1.0,,
262924,IN,2022-02-07,,,,,,,,,,,,,
262925,IN,2022-02-07,,,,,,,2.1,2.1,1.0,0.0,1.0,,
262926,KR,2022-02-07,,,,,,,,,,,,,
262927,ES,2022-02-07,,,,,,,2.6,2.6,0.0,0.0,1.0,,
262928,ME,2022-02-07,,,,,,,32.3,32.3,1.0,0.0,1.0,,
262929,KE,2022-02-07,,,,,,,18.2,18.2,0.0,0.0,1.0,,
262930,ES,2022-02-07,,,,,,,8.1,8.1,0.0,0.0,1.0,,
262931,IN,2022-02-07,,,,,,,,,,,,,
262932,AZ,2022-02-07,,,,,,,0.8,1.6,0.0,1.0,2.0,66.5,
262933,EG,2022-02-07,,,,,,,,,,,,,
262934,EG,2022-02-07,,,,,,,,,,,,,
262935,PK,2022-02-07,,,,,,,3.9,3.9,0.0,0.0,1.0,,
262936,CM,2022-02-07,,,,,,,2.7,2.7,0.0,0.0,1.0,,
262937,IN,2022-02-07,,,,,,,0.3,0.3,0.0,0.0,1.0,,
262938,NG,2022-02-07,,,,,,,,,,,,,
262939,FR,2022-02-07,,,,,,,28.200000000000003,56.400000000000006,0.0,1.0,2.0,50.0,
262940,NG,2022-02-07,,,,,,,,,,,,,
262941,IN,2022-02-07,,,,,,,1.5,1.5,0.0,0.0,1.0,,
262942,PH,2022-02-07,,,,,,,12.0,12.0,1.0,0.0,1.0,,
262943,BR,2022-02-07,,,,,,,,,,,,,
262945,EG,2022-02-07,,,,,,,,,,,,,
262946,IT,2022-02-07,,,,,,,,,,,,,
262947,VN,2022-02-07,,,,,,,10.700000000000001,32.1,2.0,0.0,3.0,,
262948,NG,2022-02-07,,,,,,,42.5,127.5,1.0,0.0,3.0,,
262949,IN,2022-02-07,,,,,,,,,,,,,
262950,IN,2022-02-07,,,,,,,,,,,,,
262951,PK,2022-02-07,,,,,,,,,,,,,
262952,BD,2022-02-07,,,,,,,,,,,,,
262953,IN,2022-02-07,,,,,,,0.2,0.2,0.0,0.0,1.0,,
262956,BG,2022-02-07,,,,,,,,,,,,,
262957,IN,2022-02-07,,,,,,,0.5,0.5,0.0,0.0,1.0,,
262958,GB,2022-02-07,,,,,,,,,,,,,
262959,BG,2022-02-07,,,,,,,,,,,,,
262960,BG,2022-02-07,,,,,,,,,,,,,
262961,GH,2022-02-07,,,,,,,,,,,,,
262962,US,2022-02-07,,,,,,,31.15,62.3,2.0,2.0,2.0,77.66666666666667,
262963,CZ,2022-02-07,,,,,,,,,,,,,
262964,JO,2022-02-07,,,,,,,0.4,0.4,0.0,0.0,1.0,,
262965,MX,2022-02-07,,,,,,,,,,,,,
262966,JO,2022-02-07,,,,,,,,,,,,,
262968,IN,2022-02-07,,,,,,,,,,,,,
262969,ID,2022-02-07,,,,,,,18.8,18.8,1.0,0.0,1.0,,
262970,US,2022-02-07,,,,,,,,,,,,,
262971,US,2022-02-07,,,,,,,10.05,20.1,2.0,0.0,2.0,,
262972,FR,2022-02-07,,,,,,,,,,,,,
262973,US,2022-02-07,16880.0,Quarterly,2022-02-09,2 days,,,31.833333333333332,95.5,2.0,0.0,3.0,,
262974,VN,2022-02-07,,,,,,,,,,,,,
262975,TN,2022-02-07,,,,,,,,,,,,,
262976,US,2022-02-07,,,,,,,,,,,,,
262977,IE,2022-02-07,,,,,,,4.25,8.5,0.0,0.0,2.0,,
262978,FR,2022-02-07,,,,,,,,,,,,,
262979,BD,2022-02-07,,,,,,,,,,,,,
262980,US,2022-02-07,,,,,,,50.0,50.0,1.0,0.0,1.0,,
262981,ET,2022-02-07,,,,,,,6.6,6.6,1.0,0.0,1.0,,
262982,CI,2022-02-07,,,,,,,,,,,,,
262983,IN,2022-02-07,,,,,,,13.0,39.0,1.0,0.0,3.0,,
262984,MU,2022-02-07,,,,,,,,,,,,,
262985,NG,2022-02-07,,,,,,,1.9,1.9,0.0,0.0,1.0,,
262986,US,2022-02-07,,,,,,,17.766666666666666,53.3,1.0,0.0,3.0,,
262987,KE,2022-02-07,,,,,,,,,,,,,
262988,US,2022-02-07,16876.0,Annual,2022-02-09,2 days,,,73.86666666666666,221.6,2.0,0.0,3.0,,
262989,SD,2022-02-07,,,,,,,7.4,7.4,0.0,0.0,1.0,,
262990,TN,2022-02-07,,,,,,,7.1,7.1,1.0,0.0,1.0,,
262991,EC,2022-02-07,,,,,,,,,,,,,
262992,EC,2022-02-07,17483.0,Monthly,2022-03-07,28 days,,,15.766666666666667,47.300000000000004,2.0,1.0,3.0,66.5,
262993,US,2022-02-07,,,,,,,,,,,,,
262994,US,2022-02-07,,,,,,,10.5,10.5,1.0,0.0,1.0,,
262995,IN,2022-02-07,,,,,,,0.2,0.2,0.0,1.0,1.0,66.5,
262996,CA,2022-02-07,,,,,,,,,,,,,
262997,PE,2022-02-07,,,,,,,28.700000000000003,57.400000000000006,2.0,1.0,2.0,50.0,
262998,EG,2022-02-07,,,,,,,7.3,7.3,0.0,0.0,1.0,,
262999,US,2022-02-07,,,,,,,,,,,,,
263002,FR,2022-02-07,,,,,,,0.6,0.6,0.0,0.0,1.0,,
263003,US,2022-02-07,,,,,,,6.6,6.6,0.0,0.0,1.0,,
263004,EG,2022-02-08,,,,,,,18.1,36.2,1.0,0.0,2.0,,
263005,EG,2022-02-08,,,,,,,3.5,3.5,0.0,0.0,1.0,,
263006,US,2022-02-08,,,,,,,8.799999999999999,17.599999999999998,0.0,0.0,2.0,,
263007,US,2022-02-08,,,,,,,0.1,0.1,0.0,0.0,1.0,,
263009,EG,2022-02-08,,,,,,,,,,,,,
263010,DZ,2022-02-08,,,,,,,,,,,,,
263011,IN,2022-02-08,,,,,,,,,,,,,
263012,IN,2022-02-08,,,,,,,,,,,,,
263013,EG,2022-02-08,,,,,,,,,,,,,
263014,EG,2022-02-08,,,,,,,,,,,,,
263015,NG,2022-02-08,,,,,,,,,,,,,
263016,IN,2022-02-08,,,,,,,13.4,13.4,1.0,0.0,1.0,,
263017,US,2022-02-08,,,,,,,,,,,,,
263018,MY,2022-02-08,,,,,,,,,,,,,
263019,PK,2022-02-08,,,,,,,,,,,,,
263020,AU,2022-02-08,,,,,,,,,,,,,
263021,CA,2022-02-08,,,,,,,0.6,0.6,0.0,0.0,1.0,,
263022,IN,2022-02-08,,,,,,,0.4,0.4,0.0,0.0,1.0,,
263023,TW,2022-02-08,,,,,,,,,,,,,
263024,IN,2022-02-08,,,,,,,2.85,5.7,0.0,0.0,2.0,,
263025,GB,2022-02-08,,,,,,,,,,,,,
263026,LK,2022-02-08,,,,,,,,,,,,,
263027,AU,2022-02-08,,,,,,,21.9,43.8,2.0,0.0,2.0,,
263029,US,2022-02-08,,,,,,,9.0,9.0,0.0,0.0,1.0,,
263030,US,2022-02-08,,,,,,,,,,,,,
263031,IN,2022-02-08,,,,,,,,,,,,,
263032,ID,2022-02-08,,,,,,,11.725000000000001,46.900000000000006,3.0,0.0,4.0,,
263033,SG,2022-02-08,,,,,,,,,,,,,
263034,IN,2022-02-08,,,,,,,,,,,,,
263036,ET,2022-02-08,,,,,,,,,,,,,
263038,IN,2022-02-08,,,,,,,,,,,,,
263039,BG,2022-02-08,,,,,,,,,,,,,
263041,OM,2022-02-08,,,,,,,,,,,,,
263043,IL,2022-02-08,,,,,,,8.0,8.0,1.0,0.0,1.0,,
263044,EG,2022-02-08,,,,,,,,,,,,,
263045,PL,2022-02-08,,,,,,,2.4,2.4,0.0,0.0,1.0,,
263046,NG,2022-02-08,,,,,,,,,,,,,
263047,KE,2022-02-08,,,,,,,10.6,21.2,1.0,0.0,2.0,,
263048,PK,2022-02-08,,,,,,,,,,,,,
263049,IN,2022-02-08,,,,,,,0.3,0.3,0.0,0.0,1.0,,
263050,NP,2022-02-08,,,,,,,23.1,23.1,0.0,0.0,1.0,,
263052,DO,2022-02-08,,,,,,,,,,,,,
263053,US,2022-02-08,,,,,,,,,,,,,
263054,US,2022-02-08,,,,,,,6.9,6.9,0.0,0.0,1.0,,
263055,US,2022-02-08,,,,,,,25.975,103.9,2.0,2.0,4.0,91.5,
263056,US,2022-02-08,,,,,,,,,,,,,
263057,TR,2022-02-08,,,,,,,5.6,5.6,1.0,0.0,1.0,,
263059,QA,2022-02-08,,,,,,,,,,,,,
263061,US,2022-02-08,,,,,,,10.399999999999999,20.799999999999997,2.0,0.0,2.0,,
263062,EG,2022-02-08,,,,,,,,,,,,,
263063,GB,2022-02-08,,,,,,,3.3,3.3,0.0,0.0,1.0,,
263064,EG,2022-02-08,,,,,,,0.4,0.4,0.0,0.0,1.0,,
263066,US,2022-02-08,,,,,,,4.5,9.0,1.0,0.0,2.0,,
263067,TH,2022-02-08,,,,,,,26.6,26.6,1.0,0.0,1.0,,
263068,FR,2022-02-08,,,,,,,,,,,,,
263069,BG,2022-02-08,,,,,,,,,,,,,
263070,BG,2022-02-08,,,,,,,,,,,,,
263071,CZ,2022-02-08,,,,,,,8.033333333333333,24.1,1.0,0.0,3.0,,
263072,BG,2022-02-08,,,,,,,,,,,,,
263073,IN,2022-02-08,,,,,,,,,,,,,
263074,BG,2022-02-08,,,,,,,,,,,,,
263075,IN,2022-02-08,,,,,,,,,,,,,
263076,SD,2022-02-08,16862.0,Monthly,2022-02-09,1 days,,,4.7,9.4,1.0,0.0,2.0,,
263077,BG,2022-02-08,,,,,,,,,,,,,
263078,BG,2022-02-08,,,,,,,,,,,,,
263079,BG,2022-02-08,,,,,,,,,,,,,
263080,BG,2022-02-08,,,,,,,,,,,,,
263081,BH,2022-02-08,,,,,,,,,,,,,
263082,BG,2022-02-08,,,,,,,,,,,,,
263083,ID,2022-02-08,,,,,,,1.6,1.6,0.0,0.0,1.0,,
263084,SG,2022-02-08,,,,,,,45.4,45.4,0.0,1.0,1.0,83.5,
263085,TT,2022-02-08,,,,,,,0.2,0.2,0.0,0.0,1.0,,
263086,IN,2022-02-08,,,,,,,0.8,0.8,0.0,0.0,1.0,,
263087,IN,2022-02-08,16904.0,Annual,2022-02-11,3 days,,,13.450000000000001,26.900000000000002,1.0,0.0,2.0,,
263088,IN,2022-02-08,,,,,,,,,,,,,
263090,GH,2022-02-08,,,,,,,34.6,34.6,1.0,0.0,1.0,,
263091,IN,2022-02-08,,,,,,,,,,,,,
263092,MY,2022-02-08,,,,,,,20.7,20.7,0.0,0.0,1.0,,
263093,GB,2022-02-08,,,,,,,8.1,8.1,0.0,0.0,1.0,,
263094,GH,2022-02-08,,,,,,,25.6,25.6,1.0,0.0,1.0,,
263095,PT,2022-02-08,,,,,,,,,,,,,
263096,NG,2022-02-08,,,,,,,7.2,7.2,0.0,0.0,1.0,,
263097,SE,2022-02-08,,,,,,,,,,,,,
263098,DZ,2022-02-08,,,,,,,,,,,,,
263100,GB,2022-02-08,,,,,,,,,,,,,
263101,IN,2022-02-08,,,,,,,25.2,75.6,1.0,1.0,3.0,66.5,
263102,KE,2022-02-08,,,,,,,,,,,,,
263103,IN,2022-02-08,,,,,,,22.580000000000002,112.9,3.0,0.0,5.0,,
263104,PL,2022-02-08,17502.0,Monthly,2022-03-08,28 days,,,31.400000000000002,219.8,3.0,3.0,7.0,75.0,
263105,US,2022-02-08,,,,,,,,,,,,,
263106,US,2022-02-08,,,,,,,,,,,,,
263107,AL,2022-02-08,,,,,,,,,,,,,
263108,US,2022-02-08,,,,,,,,,,,,,
263109,BA,2022-02-08,,,,,,,,,,,,,
263110,BR,2022-02-08,,,,,,,,,,,,,
263111,US,2022-02-08,,,,,,,,,,,,,
263112,CA,2022-02-08,17503.0,Monthly,2022-03-08,28 days,,,46.614285714285714,652.6,9.0,7.0,14.0,80.85,
263113,TN,2022-02-08,,,,,,,3.55,7.1,0.0,1.0,2.0,33.0,
263114,US,2022-02-08,,,,,,,,,,,,,
263115,DE,2022-02-08,,,,,,,0.1,0.1,0.0,0.0,1.0,,
263117,BR,2022-02-08,,,,,,,,,,,,,
263119,DE,2022-02-08,,,,,,,,,,,,,
263121,NG,2022-02-08,,,,,,,,,,,,,
263122,GB,2022-02-08,,,,,,,51.75,103.5,1.0,0.0,2.0,,
263123,US,2022-02-08,,,,,,,,,,,,,
263124,TR,2022-02-08,,,,,,,8.2,8.2,0.0,0.0,1.0,,
263125,US,2022-02-08,,,,,,,,,,,,,
263127,NG,2022-02-08,,,,,,,,,,,,,
263128,US,2022-02-08,,,,,,,,,,,,,
263130,ID,2022-02-09,,,,,,,,,,,,,
263131,NG,2022-02-09,,,,,,,44.5,44.5,1.0,0.0,1.0,,
263132,MA,2022-02-09,,,,,,,,,,,,,
263133,IN,2022-02-09,,,,,,,,,,,,,
263134,IN,2022-02-09,,,,,,,,,,,,,
263135,JP,2022-02-09,,,,,,,,,,,,,
263136,IN,2022-02-09,,,,,,,1.3,1.3,0.0,0.0,1.0,,
263137,US,2022-02-09,,,,,,,2.2,2.2,0.0,0.0,1.0,,
263138,CO,2022-02-09,,,,,,,2.1,6.3,0.0,0.0,3.0,,
263139,KR,2022-02-09,,,,,,,1.9,1.9,0.0,0.0,1.0,,
263140,MX,2022-02-09,,,,,,,,,,,,,
263141,IN,2022-02-09,,,,,,,5.5,5.5,0.0,0.0,1.0,,
263142,IN,2022-02-09,,,,,,,,,,,,,
263143,US,2022-02-09,,,,,,,6.0,6.0,0.0,0.0,1.0,,
263144,PH,2022-02-09,,,,,,,60.6,60.6,1.0,0.0,1.0,,
263145,IN,2022-02-09,,,,,,,,,,,,,
263146,CA,2022-02-09,16883.0,Annual,2022-02-10,1 days,,,,,,,,,
263147,IN,2022-02-09,,,,,,,6.7,6.7,1.0,0.0,1.0,,
263148,QA,2022-02-09,,,,,,,8.2,8.2,0.0,0.0,1.0,,
263149,TH,2022-02-09,,,,,,,,,,,,,
263150,AE,2022-02-09,,,,,,,,,,,,,
263151,IN,2022-02-09,,,,,,,0.4,0.4,0.0,0.0,1.0,,
263152,IN,2022-02-09,,,,,,,11.3,11.3,0.0,0.0,1.0,,
263153,GR,2022-02-09,,,,,,,7.766666666666666,46.599999999999994,3.0,0.0,6.0,,
263154,US,2022-02-09,,,,,,,7.633333333333333,22.9,1.0,0.0,3.0,,
263155,TR,2022-02-09,,,,,,,3.5,3.5,0.0,0.0,1.0,,
263156,BG,2022-02-09,,,,,,,,,,,,,
263157,OM,2022-02-09,,,,,,,,,,,,,
263158,ID,2022-02-09,,,,,,,25.35,50.7,1.0,0.0,2.0,,
263159,ID,2022-02-09,,,,,,,,,,,,,
263160,US,2022-02-09,,,,,,,,,,,,,
263161,VN,2022-02-09,,,,,,,,,,,,,
263162,DZ,2022-02-09,,,,,,,0.5,1.0,0.0,0.0,2.0,,
263163,BG,2022-02-09,,,,,,,,,,,,,
263164,BG,2022-02-09,,,,,,,1.5,4.5,0.0,0.0,3.0,,
263165,EG,2022-02-09,,,,,,,,,,,,,
263166,BG,2022-02-09,,,,,,,,,,,,,
263167,CM,2022-02-09,,,,,,,,,,,,,
263168,KE,2022-02-09,,,,,,,4.766666666666667,14.3,1.0,0.0,3.0,,
263169,ZA,2022-02-09,,,,,,,,,,,,,
263170,IN,2022-02-09,,,,,,,8.0,8.0,0.0,0.0,1.0,,
263171,SA,2022-02-09,,,,,,,4.5,4.5,0.0,0.0,1.0,,
263172,HK,2022-02-09,,,,,,,0.2,0.2,0.0,1.0,1.0,17.0,
263173,TH,2022-02-09,,,,,,,,,,,,,
263174,IN,2022-02-09,,,,,,,,,,,,,
263175,IN,2022-02-09,,,,,,,,,,,,,
263176,GB,2022-02-09,,,,,,,,,,,,,
263177,FR,2022-02-09,,,,,,,0.4,0.4,0.0,0.0,1.0,,
263178,SE,2022-02-09,,,,,,,9.350000000000001,18.700000000000003,0.0,0.0,2.0,,
263179,ZA,2022-02-09,,,,,,,0.5,0.5,0.0,0.0,1.0,,
263180,EG,2022-02-09,,,,,,,1.0,1.0,0.0,0.0,1.0,,
263181,BG,2022-02-09,,,,,,,,,,,,,
263182,EG,2022-02-09,,,,,,,,,,,,,
263183,BG,2022-02-08,,,,,,,,,,,,,
263184,US,2022-02-09,,,,,,,,,,,,,
263185,IN,2022-02-09,,,,,,,,,,,,,
263186,IN,2022-02-09,,,,,,,,,,,,,
263187,PE,2022-02-09,,,,,,,9.266666666666666,27.799999999999997,0.0,0.0,3.0,,
263188,GB,2022-02-09,,,,,,,,,,,,,
263189,US,2022-02-09,,,,,,,1.3,1.3,0.0,0.0,1.0,,
263190,IN,2022-02-09,,,,,,,,,,,,,
263191,IN,2022-02-09,,,,,,,,,,,,,
263192,ZA,2022-02-09,,,,,,,3.8,7.6,0.0,0.0,2.0,,
263193,NG,2022-02-09,,,,,,,,,,,,,
263194,AE,2022-02-09,,,,,,,7.6,7.6,1.0,0.0,1.0,,
263195,IN,2022-02-09,,,,,,,18.1,18.1,1.0,0.0,1.0,,
263196,GB,2022-02-09,,,,,,,2.0,4.0,0.0,0.0,2.0,,
263197,KE,2022-02-09,,,,,,,31.48125,503.7,8.0,5.0,16.0,71.875,
263198,IN,2022-02-09,,,,,,,1.0,1.0,0.0,0.0,1.0,,
263199,BR,2022-02-09,,,,,,,,,,,,,
263200,FR,2022-02-09,,,,,,,3.5,3.5,0.0,0.0,1.0,,
263201,EG,2022-02-09,,,,,,,,,,,,,
263202,EG,2022-02-09,,,,,,,,,,,,,
263203,CA,2022-02-09,,,,,,,,,,,,,
263204,NG,2022-02-09,,,,,,,,,,,,,
263205,UZ,2022-02-09,,,,,,,25.6,51.2,0.0,0.0,2.0,,
263206,IN,2022-02-09,,,,,,,12.1,12.1,1.0,0.0,1.0,,
263207,EC,2022-02-09,,,,,,,,,,,,,
263208,EG,2022-02-09,,,,,,,0.6,0.6,0.0,0.0,1.0,,
263209,GB,2022-02-09,,,,,,,,,,,,,
263210,GB,2022-02-09,16899.0,Monthly,2022-02-10,1 days,,,23.7,47.4,2.0,1.0,2.0,100.0,
263211,TR,2022-02-09,,,,,,,,,,,,,
263212,DE,2022-02-09,,,,,,,2.3,2.3,0.0,0.0,1.0,,
263213,KE,2022-02-09,,,,,,,0.4,0.4,0.0,0.0,1.0,,
263214,IN,2022-02-09,,,,,,,,,,,,,
263215,DZ,2022-02-09,,,,,,,,,,,,,
263217,IN,2022-02-09,,,,,,,,,,,,,
263218,IN,2022-02-09,,,,,,,2.4,2.4,0.0,0.0,1.0,,
263219,TN,2022-02-09,,,,,,,,,,,,,
263220,IN,2022-02-09,,,,,,,2.9333333333333336,8.8,0.0,0.0,3.0,,
263221,IN,2022-02-09,,,,,,,6.5,6.5,1.0,0.0,1.0,,
263222,ZA,2022-02-09,,,,,,,,,,,,,
263223,BO,2022-02-09,,,,,,,,,,,,,
263224,US,2022-02-09,,,,,,,33.6,33.6,1.0,0.0,1.0,,
263225,IN,2022-02-09,,,,,,,,,,,,,
263226,GR,2022-02-09,,,,,,,,,,,,,
263227,US,2022-02-09,,,,,,,25.416666666666668,152.5,1.0,1.0,6.0,66.5,
263228,GB,2022-02-09,,,,,,,,,,,,,
263229,CA,2022-02-09,,,,,,,5.5,5.5,0.0,0.0,1.0,,
263230,TR,2022-02-09,,,,,,,1.7,1.7,0.0,0.0,1.0,,
263231,CA,2022-02-09,16934.0,Annual,2022-02-12,3 days,,,30.96666666666667,92.9,0.0,1.0,3.0,100.0,
263232,US,2022-02-09,,,,,,,2.8,2.8,0.0,0.0,1.0,,
263233,US,2022-02-09,,,,,,,,,,,,,
263234,US,2022-02-09,,,,,,,15.0,30.0,0.0,0.0,2.0,,
263235,EG,2022-02-09,,,,,,,15.600000000000001,46.800000000000004,0.0,1.0,3.0,91.5,
263236,CA,2022-02-09,,,,,,,,,,,,,
263237,US,2022-02-10,,,,,,,46.7,46.7,1.0,1.0,1.0,58.5,
263238,BR,2022-02-10,,,,,,,23.5,23.5,1.0,0.0,1.0,,
263239,GB,2022-02-10,,,,,,,22.3,22.3,1.0,0.0,1.0,,
263240,ID,2022-02-10,,,,,,,,,,,,,
263241,IE,2022-02-10,,,,,,,,,,,,,
263242,IN,2022-02-10,,,,,,,0.4,0.4,0.0,0.0,1.0,,
263243,SG,2022-02-10,,,,,,,,,,,,,
263244,IN,2022-02-10,,,,,,,143.8,143.8,1.0,1.0,1.0,83.33333333333333,
263245,IN,2022-02-10,,,,,,,,,,,,,
263246,TW,2022-02-10,,,,,,,,,,,,,
263247,IN,2022-02-10,,,,,,,,,,,,,
263248,CN,2022-02-10,,,,,,,,,,,,,
263249,IN,2022-02-10,,,,,,,,,,,,,
263250,US,2022-02-10,,,,,,,,,,,,,
263251,US,2022-02-10,,,,,,,,,,,,,
263253,US,2022-02-10,,,,,,,16.7,33.4,1.0,1.0,2.0,66.5,
263254,KE,2022-02-10,,,,,,,25.25,50.5,1.0,0.0,2.0,,
263255,PK,2022-02-10,,,,,,,,,,,,,
263256,IN,2022-02-10,,,,,,,5.5,5.5,0.0,0.0,1.0,,
263257,AM,2022-02-10,,,,,,,5.8,5.8,0.0,0.0,1.0,,
263258,IN,2022-02-10,,,,,,,,,,,,,
263259,PL,2022-02-10,,,,,,,,,,,,,
263260,GE,2022-02-10,,,,,,,,,,,,,
263261,AU,2022-02-10,,,,,,,,,,,,,
263262,IN,2022-02-10,,,,,,,,,,,,,
263263,IE,2022-02-10,,,,,,,,,,,,,
263264,ID,2022-02-10,,,,,,,26.433333333333334,79.3,0.0,0.0,3.0,,
263265,FI,2022-02-10,,,,,,,,,,,,,
263266,BE,2022-02-10,,,,,,,,,,,,,
263267,GB,2022-02-10,,,,,,,,,,,,,
263268,IN,2022-02-10,,,,,,,77.5,77.5,1.0,0.0,1.0,,
263269,IN,2022-02-10,,,,,,,,,,,,,
263270,KR,2022-02-10,,,,,,,0.7,0.7,0.0,0.0,1.0,,
263271,IN,2022-02-10,,,,,,,,,,,,,
263272,IN,2022-02-10,,,,,,,8.15,16.3,1.0,0.0,2.0,,
263273,NG,2022-02-10,,,,,,,22.55,45.1,1.0,1.0,2.0,88.66666666666667,
263274,GB,2022-02-10,,,,,,,,,,,,,
263275,ES,2022-02-10,,,,,,,,,,,,,
263276,ZA,2022-02-10,,,,,,,22.25,44.5,2.0,1.0,2.0,83.33333333333333,
263277,NL,2022-02-10,,,,,,,,,,,,,
263278,GE,2022-02-10,,,,,,,1.1,1.1,0.0,0.0,1.0,,
263279,IN,2022-02-10,,,,,,,21.4,42.8,2.0,1.0,2.0,58.5,
263280,EG,2022-02-10,,,,,,,,,,,,,
263281,IN,2022-02-10,,,,,,,0.1,0.1,0.0,0.0,1.0,,
